_c0,_c1,_c2,_c3,_c4,_c5,_c6,_c7,_c8,_c9
hu.wikipedia,Szolgáltatásmegtagadással_járó_támadás,-1,mobile-app,1,1,user,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,mobile-app,2,2,user,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,desktop,2,1,spider,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,mobile-app,3,1,user,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,desktop,4,1,spider,2018,9,21
it.wikipedia,Denial_of_service,-1,mobile-app,5,1,user,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,1,user,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,desktop,6,1,spider,2018,9,21
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,3,2,spider,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,4,2,spider,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,5,2,spider,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,mobile-app,5,2,user,2019,9,22
pl.wikipedia,DoS,-1,mobile-app,5,1,user,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,6,2,spider,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,1,user,2019,9,22
pl.wikipedia,DDoS,-1,mobile-app,6,1,user,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,mobile-app,7,1,user,2019,9,22
pl.wikipedia,DDoS,-1,mobile-app,7,1,user,2019,9,22
en.wikipedia,Denial-of-service_attack,-1,desktop,8,2,spider,2019,9,22
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,7,3,spider,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,mobile-app,7,3,user,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,6,2,spider,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,5,2,spider,2019,9,4
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,5,1,user,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,4,3,spider,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,3,1,spider,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,mobile-app,3,1,user,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,2,3,spider,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,1,1,spider,2019,9,4
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,8,1,spider,2018,9,28
ru.wikipedia,DoS-атака,-1,mobile-app,8,1,user,2018,9,28
en.wikipedia,Denial-of-service_attack,-1,mobile-app,8,1,user,2018,9,28
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,9,1,user,2018,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,9,1,spider,2018,9,28
de.wikipedia,Denial_of_Service,-1,mobile-app,10,1,user,2018,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,10,2,spider,2018,9,28
de.wikipedia,Denial_of_Service,-1,mobile-app,11,1,user,2018,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,11,2,spider,2018,9,28
en.wikipedia,Denial-of-service_attack,-1,mobile-app,11,1,user,2018,9,28
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,3,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,12,2,spider,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,13,2,spider,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,2,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2019,9,26
de.wikipedia,Denial_of_Service,-1,mobile-app,14,2,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,16,1,spider,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,17,1,spider,2019,9,26
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ja.wikipedia,DoS攻撃,-1,mobile-app,4,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,4,1,spider,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,4,3,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,3,2,spider,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,2,2,spider,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,mobile-app,2,2,user,2019,9,26
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,2,1,user,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,1,3,spider,2019,9,26
en.wikipedia,Denial-of-service_attack,-1,desktop,0,4,spider,2019,9,26
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,0,1,user,2019,9,26
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,13,1,user,2018,9,17
en.wikipedia,DDoS,-1,mobile-web,13,1,spider,2018,9,17
it.wikipedia,Denial_of_service,-1,mobile-app,13,2,user,2018,9,17
meta.wikimedia,Denial-of-service_attack,-1,mobile-web,14,1,user,2018,9,17
ml.wikipedia,ഡിനയിൽ-ഓഫ്-സർവീസ്_അറ്റാക്ക്‌,-1,mobile-app,14,4,user,2018,9,17
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,5,user,2018,9,17
en.wikipedia,Denial-of-service_attack,-1,desktop,16,1,spider,2018,9,17
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,16,1,user,2018,9,17
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,1,user,2018,9,17
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2018,9,16
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2018,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,15,1,spider,2018,9,16
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,2,user,2018,9,16
ru.wikipedia,DoS-атака,-1,mobile-app,16,1,user,2018,9,16
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,16,1,user,2018,9,16
de.wikipedia,Denial_of_Service,-1,mobile-app,16,1,user,2018,9,16
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,1,user,2018,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,17,2,spider,2018,9,16
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,1,user,2018,9,16
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,16,3,spider,2019,9,16
ja.wikipedia,DoS攻撃,-1,mobile-app,16,4,user,2019,9,16
de.wikipedia,Denial_of_Service,-1,mobile-app,17,1,user,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,17,2,spider,2019,9,16
ru.wikipedia,DoS-атака,-1,mobile-app,18,1,user,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,1,user,2019,9,16
it.wikipedia,Denial_of_service,-1,mobile-app,18,1,user,2019,9,16
de.wikipedia,Denial_of_Service,-1,mobile-app,19,1,user,2019,9,16
en.wikipedia,Denial-of-service_attack,-1,desktop,19,1,spider,2019,9,16
pl.wikipedia,DDoS,-1,mobile-app,20,1,user,2019,9,16
pl.wikipedia,DoS,-1,mobile-app,20,1,user,2019,9,16
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,9,1,user,2018,9,4
en.wikipedia,Denial-of-service_attack,-1,mobile-app,10,1,user,2018,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,11,1,spider,2018,9,4
en.wikipedia,Denial-of-service_attack,-1,mobile-app,11,2,user,2018,9,4
de.wikipedia,Denial_of_Service,-1,mobile-app,11,1,user,2018,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,1,user,2019,9,13
en.wikipedia,Denial-of-service_attack,-1,desktop,18,1,spider,2019,9,13
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,19,1,user,2019,9,13
de.wikipedia,Denial_of_Service,-1,mobile-app,19,1,user,2019,9,13
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,8,1,spider,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,mobile-app,8,2,user,2018,9,21
de.wikipedia,Denial_of_Service,-1,mobile-app,8,2,user,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,desktop,9,1,spider,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,mobile-web,11,1,spider,2018,9,21
my.wikipedia,Denial-of-service_attack,-1,mobile-app,11,1,user,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,desktop,12,1,spider,2018,9,21
en.wikipedia,Denial_of_service,-1,desktop,12,1,spider,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,desktop,13,1,spider,2018,9,21
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,1,user,2018,9,21
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,7,2,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,7,2,spider,2019,9,14
ru.wikipedia,DoS-атака,-1,mobile-app,8,3,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,8,3,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-app,9,4,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,9,2,spider,2019,9,14
